tag,l1,l2
impossible_necktie,服装,领带
impossible_nightgown,服装,内衣
impossible_pants,服装,裤子
impossible_pelvic_curtain,物品,家具
impossible_ribbon,饰品,丝带
impossible_sarashi,服装,内衣
impossible_sash,服装,服装
impossible_shirt,服装,上衣
impossible_shorts,服装,裤子
impossible_skirt,服装,裙子
impossible_storage,物品,道具
impossible_sweater,服装,上衣
impossible_swimsuit,服装,泳装
impossible_tabard,物品,道具
impossible_tank_top,服装,上衣
impossible_towel,服装,服装
impossible_trident,物品,武器
impossible_underwear,服装,内衣
impossible_vest,服装,上衣
impregnation,物品,道具
impressed,物品,道具
impressionism,物品,道具
imprinted_skin,身体,皮肤
imprison_(pokemon),动作,战斗
improvised_armor,服装,盔甲
improvised_bandage,物品,道具
improvised_bondage,动作,性行为
improvised_cane,物品,道具
improvised_condom,物品,道具
improvised_dildo,物品,道具
improvised_fish_tank,物品,载具
improvised_furniture,物品,道具
improvised_gag,物品,道具
improvised_headband,饰品,发饰
improvised_hood,服装,外套
improvised_instrument,物品,乐器
improvised_leash,物品,道具
improvised_polearm,物品,武器
improvised_sex_toy,物品,道具
improvised_shield,物品,武器
improvised_umbrella,物品,雨伞
improvised_utensil,物品,道具
improvised_vase,物品,道具
improvised_weapon,物品,武器
impundulu,物品,道具
ims_malta,物品,道具
imz-nami-a50_belka,物品,道具
imz-ural,物品,道具
in-ear_earphones,身体,耳朵
in-n-out_burger,食物,正餐
in-universe_location,物品,道具
in_another's_hair,头发,发型
in_aquarium,物品,道具
in_astrolabe,物品,道具
in_bag,物品,包
in_ball,物品,道具
in_balloon,物品,道具
in_bamboo,背景,自然
in_basket,物品,包
in_bathtub,物品,家具
in_blender,物品,道具
in_boots,服装,鞋袜
in_bottle,物品,道具
in_bouquet,物品,花
in_bowl,物品,道具
in_box,物品,道具
in_bread,食物,正餐
in_bubble,构图,构图
in_bucket,物品,道具
in_cage,物品,家具
in_cart,物品,载具
in_cauldron,物品,道具
in_cell,物品,道具
in_coffin,物品,道具
in_condom,物品,道具
in_container,构图,构图
in_crane_game,物品,道具
in_cube,物品,道具
in_cup,物品,道具
in_eggshell,物品,道具
in_elevator,物品,道具
in_flask,物品,道具
in_flower,物品,花
in_flowers,物品,花
in_food,食物,食物
in_hat,饰品,帽子
in_hot_air_balloon,物品,道具
in_hourglass,物品,道具
in_jar,物品,道具
in_lamp,物品,家具
in_lantern,物品,家具
in_legwear,服装,鞋袜
in_locker,物品,道具
in_log,物品,道具
in_memoriam,物品,道具
in_nest,物品,道具
in_net,物品,道具
in_nose,身体,身体特征
in_orbit,物品,道具
in_palm,身体,手
in_palms,身体,手
in_person,人数,单人
in_phone_booth,物品,电子设备
in_pill,物品,道具
in_pocket,动作,姿势
in_poke_ball,物品,道具
in_pot,物品,道具
in_refrigerator,物品,家具
in_sack,物品,包
in_shoe,服装,鞋袜
in_shopping_cart,物品,载具
in_shorts,服装,裤子
in_sink,物品,家具
in_snow_globe,背景,自然
in_sock,服装,鞋袜
in_syringe,物品,道具
in_teapot,物品,道具
in_test_tube,服装,上衣
in_the_face,表情,表情
in_the_name_of_love_and_hate_(e.g.o),物品,道具
in_toilet,物品,家具
in_trash_can,食物,饮品
in_tree,背景,自然
in_trophy,物品,道具
in_trunk,物品,道具
in_umbrella,物品,雨伞
in_vase,物品,道具
in_wallet,物品,包
in_washing_machine,物品,电子设备
in_washtub,物品,道具
in_web,物品,道具
in_zorb,物品,道具
inaba_no_shirousagi_(food),食物,食物
inagi_(escort_ship),物品,道具
inakura_mai,物品,道具
inal,物品,道具
inappropriate_animal,动物,动物
inari,物品,道具
inari_torii,物品,道具
inarizaki_volleyball_uniform,服装,制服
inarizushi,食物,正餐
inazuma_(destroyer),物品,载具
inazuma_blaster,物品,道具
inazuma_city,背景,城市
inazuma_japan,物品,道具
inazuma_kfc,物品,道具
inazuma_kick,物品,道具
inazuma_legend_japan,物品,道具
inbit_hive,物品,道具
inca_dove,动物,鸟
inca_kola,物品,道具
incan,物品,道具
incan_clothes,服装,服装状态
incandescent_alloy_(arknights),物品,道具
incandescent_alloy_block,物品,道具
incantation,物品,道具
incarnation_-_omen_of_the_great_god_ibuki,物品,道具
incense,物品,道具
incense_burner,物品,道具
incense_machine,物品,电子设备
incest,动作,性行为
incident_stone,背景,自然
incinerate_(pokemon),动作,战斗
incinerator,物品,道具
incognito,物品,道具
incom_(gundam),物品,道具
incoming_book,物品,书籍
incoming_business_card,物品,道具
incoming_call,物品,道具
incoming_cigarette,物品,道具
incoming_curve_sign,物品,道具
incoming_drink,食物,饮品
incoming_drugs,物品,道具
incoming_earphone,物品,道具
incoming_fish,动物,鱼
incoming_flyer,物品,道具
incoming_gift,物品,道具
incoming_handshake,动作,互动
incoming_letter,物品,道具
incoming_medicine,物品,道具
incoming_object,物品,道具
incoming_pill,物品,道具
incoming_sparkler,物品,道具
incoming_throw,物品,道具
incoming_train,物品,载具
inconsistent_censoring,画风,审查
inconspicuous_sex_toy,物品,道具
inconvenient_abilities,物品,道具
inconvenient_ass,身体,臀部
inconvenient_beard,身体,身体特征
inconvenient_belly,身体,身材
inconvenient_breasts,身体,胸部
inconvenient_ears,身体,耳朵
inconvenient_eyewear,饰品,眼镜
inconvenient_hair,头发,发型
inconvenient_horns,身体,角
inconvenient_nose,身体,身体特征
inconvenient_pectorals,动作,性行为
inconvenient_penis,身体,性器官
inconvenient_tail,身体,尾巴
inconvenient_wings,身体,翅膀
incredible_miracle_(team),物品,道具
incredibly_infinite_intimidator,物品,道具
incubus_(berserk),物品,道具
incursean,物品,道具
independence_seaport_museum,物品,道具
index_card,物品,道具
index_finger_raised,动作,手势
index_fingers_raised,动作,姿势
index_fingers_together,身体,手
index_ring,饰品,首饰
india,物品,道具
indian_(motorcycle),物品,道具
indian_architecture,背景,城市
indian_armor,服装,盔甲
indian_burn,物品,道具
indian_corn,物品,道具
indian_elephant,物品,道具
indian_flag,物品,旗帜
indian_flag_bikini,服装,泳装
indian_flag_print,服装,服装
indian_ftr_1200s,物品,道具
indian_runner_duck,动物,鸟
indian_rupee_sign,物品,道具
indian_scout,物品,道具
indian_style,动作,姿势
indian_symbolism,物品,道具
indian_text,画风,文字
indiana,物品,道具
indianapolis,物品,道具
indianapolis_500,物品,道具
indianapolis_motor_speedway,物品,道具
indicant's_trial_(e.g.o),物品,道具
indien_panzer,物品,道具
indiend,物品,道具
indigo_(flower),物品,花
indigo_academy_school_uniform,服装,制服
indigo_boss_haori_(splatoon),服装,和服
indigo_plateau,物品,道具
indirect_kiss,动作,互动
indomaret,物品,道具
indonesia,物品,道具
indonesian_civil_servant_uniform,服装,制服
indonesian_clothes,服装,服装状态
indonesian_elementary_school_uniform,服装,制服
indonesian_flag,物品,旗帜
indonesian_flag_bikini,服装,泳装
indonesian_flag_print,服装,服装
indonesian_high_school_uniform,服装,制服
indonesian_middle_school_uniform,服装,制服
indonesian_national_police,服装,制服
indonesian_national_revolution,物品,道具
indonesian_scout_uniform,服装,制服
indonesian_security_guard_uniform,服装,制服
indonesian_text,画风,文字
indoor_fish,动物,鱼
indoors,背景,室内
indra_no_dai_shiren,物品,道具
inductor,物品,道具
industrial,物品,道具
industrial_festivizer,物品,道具
industrial_piercing,身体,身体特征
industrial_pipe,物品,道具
industrial_ship_(eve_online),物品,载具
industrial_shredder,物品,道具
industrial_society_and_its_future,物品,道具
indy_grab,动作,互动
inequality_symbol,构图,构图
inertia_crank,物品,道具
infantry_fighting_vehicle,物品,载具
infantry_square,背景,背景
infection_monitor_(arknights),物品,电子设备
infernal_orchestrina,物品,道具
infernal_parade_(pokemon),动作,战斗
inferno_(epic_battle_fantasy),物品,道具
inferno_(pokemon),动作,战斗
inferno_jacket_(ff14),服装,外套
inferno_overdrive_(pokemon),动作,战斗
infernoid,物品,道具
infestation_(warframe),背景,背景
infested_(warframe),物品,道具
infiltrator_(pokemon),动作,战斗
infinite_1up,物品,道具
infinite_chocolate_bar_trick,食物,甜品
infinite_sky_(idolmaster),背景,天空
infinite_stratos_academy_school_uniform,服装,制服
infiniti_g35,物品,道具
infiniti_g37,物品,道具
infiniti_project_black_s,画风,风格
infiniti_q50,物品,道具
infiniti_q60,物品,道具
infiniti_q70,物品,道具
infinity_brooch,饰品,首饰
infinity_gauntlet,服装,手套
infinity_gems,物品,道具
infinity_mirror,物品,家具
infinity_pool,物品,道具
infinity_storm_(idolmaster),背景,自然
infinity_symbol,构图,构图
infinity_symbol_hair_ornament,饰品,发饰
infinity_tattoo,身体,身体特征
infinity_wizard_ring,饰品,首饰
infirmary,物品,道具
inflatable_armband,饰品,饰品
inflatable_armbands,物品,道具
inflatable_boat,物品,载具
inflatable_butt_plug,身体,臀部
inflatable_carrot,食物,水果
inflatable_castle,背景,城市
inflatable_cat,动物,猫
inflatable_chair,物品,家具
inflatable_chick,动物,鸟
inflatable_clam,物品,道具
inflatable_coat,服装,外套
inflatable_crab,动物,动物
inflatable_crocodile,物品,道具
inflatable_cucumber,动作,性行为
inflatable_dildo,物品,道具
inflatable_dolphin,动物,鱼
inflatable_duck,动物,鸟
inflatable_fish,动物,鱼
inflatable_flamingo,物品,道具
inflatable_frog,动物,动物
inflatable_gag,物品,道具
inflatable_gecko,物品,道具
inflatable_ghost,动物,幻想生物
inflatable_hammer,物品,武器
inflatable_horse,动物,马
inflatable_instrument,物品,乐器
inflatable_massage_sheet,物品,道具
inflatable_octopus,动物,动物
inflatable_orca,动物,鱼
inflatable_pearl,饰品,首饰
inflatable_penguin,动物,鸟
inflatable_pillow,物品,家具
inflatable_rabbit,动物,动物
inflatable_raft,物品,道具
inflatable_seal,动物,动物
inflatable_shark,动物,鱼
inflatable_sword,物品,剑
inflatable_tiger,动物,动物
inflatable_torpedo,物品,道具
inflatable_toy,物品,道具
inflatable_turtle,动物,动物
inflatable_unicorn,动物,幻想生物
inflatable_whale,动物,鱼
inflatable_wings,身体,翅膀
inflating,物品,道具
inflation,身体,身材
inflexible,物品,道具
influenza,物品,道具
influx_waver_(terraria),物品,武器
info_panel_(medium),画风,媒介
infobar_a01,物品,道具
information_sheet,物品,道具
infrared_thermometer,物品,道具
ingot_(armor),服装,盔甲
ingratitude,物品,道具
ingredients,物品,道具
inguinal_crease,物品,道具
inhaler,物品,道具
inhaling,物品,道具
inhibitor_rings,饰品,首饰
initial,物品,道具
injecting_viewer,构图,视角
injection,物品,道具
injured_genitals,物品,道具
injury,身体,伤疤
ink,画风,媒介
ink_armor_(splatoon),服装,盔甲
ink_blender,画风,媒介
ink_cartridge,画风,媒介
ink_drip,画风,媒介
ink_mine_(splatoon),画风,媒介
ink_on_body,身体,身材
ink_on_breast,身体,胸部
ink_on_clothes,服装,服装状态
ink_on_face,表情,表情
ink_on_hands,身体,手
ink_on_penis,身体,性器官
ink_splatter,画风,媒介
ink_stain,画风,媒介
ink_stamp,画风,媒介
ink_stamp_sheet,画风,媒介
ink_storm_(splatoon),背景,自然
ink_tank_(splatoon),物品,载具
ink_trail,画风,媒介
ink_vac_(splatoon),画风,媒介
ink_wash_painting,动作,日常动作
ink_wings,身体,翅膀
inkan,物品,道具
inkblot,物品,道具
inkblot_test,物品,道具
inkbrush_(splatoon),物品,武器
inkbunny_logo,构图,构图
inkcap_mushroom,背景,自然
inking,动作,日常动作
inkjet_(splatoon),物品,武器
inkline_(splatoon),物品,武器
inkling,物品,道具
inkling_(language),物品,道具
inkling_(swim_form),物品,道具
inkling_to_octoling,身体,人种
inkstick,物品,道具
inkstone,物品,道具
inkstrike_(splatoon),物品,武器
inktober,物品,道具
inktober_2025,物品,道具
inkwell,物品,道具
inkzooka_(splatoon),物品,武器
inland_taipan,物品,道具
inlet,物品,道具
inline_skates,服装,鞋袜
inmyeonjo,物品,道具
inn,物品,道具
inner_conch_piercing,身体,身体特征
inner_debate,物品,道具
inner_ego,物品,道具
inner_mongolia,物品,道具
inner_mongolian_flag,物品,旗帜
inner_painting_(art),动作,日常动作
inner_senshi,物品,道具
inner_thigh_licking,动作,日常动作
innertube,饰品,首饰
innertube_earrings,饰品,首饰
innertube_hair_ornament,饰品,发饰
innertube_with_ears,身体,耳朵
innistrad_(plane),物品,道具
innocent_(xabungle),物品,道具
innocent_sailor_(idolmaster),服装,制服
innocent_unjust,物品,道具
innocenti_mini,身体,身材
innovade,物品,道具
innovation_likeness,物品,道具
innovators_(gundam_00),物品,道具
innsmouth,物品,道具
inokashira_park,背景,室外
inonino,物品,道具
inostrancevia,物品,道具
inoue_makoto,物品,道具
inpu,物品,道具
inrou,物品,道具
ins_vikrant,物品,道具
insas,物品,道具
insect_badge,饰品,饰品
insect_collection,动物,动物
insect_glaive,动物,动物
insect_hair_ornament,饰品,发饰
insect_in_ear,身体,耳朵
insect_in_mouth,身体,身体特征
insect_on_arm,身体,手
insect_on_ass,身体,臀部
insect_on_chest,身体,胸部
insect_on_face,表情,表情
insect_on_finger,身体,手
insect_on_hair,头发,发型
insect_on_head,身体,身体特征
insect_on_nose,身体,身体特征
insect_on_shoulder,身体,身体特征
insect_on_tail,身体,尾巴
insect_on_toe,身体,脚
insect_pin,饰品,饰品
insect_wings,身体,翅膀
insecticide,物品,道具
insectron,物品,道具
inseki,物品,道具
insert_page,物品,道具
inset_border,构图,构图
inside-out,物品,道具
inside-out_pockets,服装,服装
inside_airship,物品,道具
inside_another's_fur,服装,服装
inside_clam,物品,道具
inside_clothes,服装,服装状态
inside_creature,动物,幻想生物
inside_crystal,物品,道具
inside_gashapon,物品,道具
inside_light_bulb,背景,背景
inside_pocket,服装,服装
inside_stomach,身体,身材
inside_syringe,物品,道具
inside_tree,背景,自然
insight_staff_(kid_icarus),物品,武器
insignia,构图,构图
insole,物品,道具
insomnia,物品,道具
insomnia_(pokemon),动作,战斗
inspecting,物品,道具
instagram_logo,构图,构图
instagram_reels,物品,道具
instagram_story,物品,道具
install!,物品,道具
install_port,背景,背景
installation_(dust_514),物品,道具
instance_domination,物品,道具
instant_cup_noodles,食物,正餐
instant_loss,物品,道具
instant_noodle_block,物品,道具
instant_noodles,食物,正餐
instant_pack_noodles,食物,正餐
instant_ramen,食物,正餐
instant_rice,食物,正餐
instant_soba,食物,正餐
instant_transmission,物品,道具
instant_udon,食物,正餐
instant_victory,物品,道具
institute_of_planar_research_and_exploration_uniform,服装,制服
instruction_manual,物品,道具
instrument,物品,乐器
instrument_case,物品,乐器
instrument_case_on_back,身体,身体特征
instrument_connection,物品,乐器
instrument_fusion,物品,乐器
instrument_hair_ornament,饰品,发饰
instrument_insertion,动作,性行为
instrument_on_back,身体,身体特征
instrument_on_lap,物品,乐器
instrument_tattoo,身体,身体特征
insulated_delivery_bag,物品,包
insulator_(under_night_in-birth),物品,道具
insulin_pen,物品,道具
insult,物品,道具
insulting_viewer,构图,视角
intangible,物品,道具
integrated_circuit_card,物品,道具
integrated_device_(arknights),物品,电子设备
integrated_strategies_(arknights),物品,道具
integrity_knight_armor,服装,盔甲
integrity_knight_uniform,服装,制服
intel_arc,物品,道具
intellect_devourer,物品,道具
intelligence_(tf2),物品,武器
intellivision,物品,电子设备
intentional_jpeg_artifacts,物品,道具
intentionally_missing_halo,饰品,光环
intentionally_visible_halo,饰品,光环
inter_autoscooter,物品,道具
inter_gray,物品,道具
interactive_media,画风,媒介
interactive_speech_bubble,构图,构图
interception,物品,道具
interceptor_(eve_online),物品,载具
interceptor_(star_conflict),物品,道具
interceptor_multi-threat_body_armor_system,服装,盔甲
intercity_125,物品,道具
intercom,物品,道具
intercontinental_ballistic_missile,物品,道具
intercontinental_yokohama_grand,物品,道具
interested,物品,道具
interface_censor,画风,审查
interface_headset_(evangelion),饰品,饰品
interlacing,物品,道具
interlocked_ahoge,头发,呆毛
interlocked_androgyne_and_mars_symbols,物品,道具
interlocked_fingers,动作,互动
interlocked_halos,饰品,光环
interlocked_hearts,物品,道具
interlocked_legs,身体,腿
interlocked_male-female_and_mars_symbols,物品,道具
interlocked_male-female_and_venus_symbols,物品,道具
interlocked_mars_and_venus_symbols,物品,道具
interlocked_mars_symbols,构图,构图
interlocked_toes,身体,脚
interlocked_venus_symbols,构图,构图
interloper,物品,道具
intermarine_federation,物品,道具
internal_combustion_engine,物品,载具
internal_cumshot,身体,性器官
internal_lactation,物品,道具
internal_screaming,物品,道具
international_cat_day,背景,天空
international_legion_of_ukraine,物品,道具
international_lesbian_day,背景,天空
international_mountain_day,背景,天空
international_nurses_day,背景,天空
international_precure,物品,道具
international_radiotelephony_spelling_alphabet,物品,道具
international_sex_workers'_day,背景,天空
international_space_station,背景,天空
international_symbol_of_access,构图,构图
international_talk_like_a_pirate_day,背景,天空
international_tea_day,背景,天空
international_transtar,物品,道具
international_workers'_day,背景,天空
internet,物品,道具
internet_cafe,背景,室内
interracial,人数,关系
interrobang_in_eye,眼睛,瞳色
interrogation,物品,道具
interrogation_droid,物品,道具
interrupted,物品,道具
intersection,物品,道具
intersex_flag,物品,旗帜
interslavic_text,画风,文字
interspecies,物品,道具
intertwined_clothes,服装,服装状态
intertwined_fate_(genshin_impact),物品,道具
intertwined_finger,身体,手
intertwined_hair,头发,发型
intertwined_horns,身体,角
intertwined_legs,身体,腿
intertwined_tails,身体,尾巴
intertwined_tongues,物品,道具
interview,物品,道具
interworld,物品,道具
intestine_clothing,服装,服装
intestine_hair,头发,发型
intestine_hair_ornament,饰品,发饰
intestines,物品,道具
intestines_filled,物品,道具
inteyvat_flower_(genshin_impact),物品,花
intimidate_(pokemon),动作,战斗
intimidating,物品,道具
into_the_new_light_(project_sekai),背景,背景
into_the_sunset_(e.g.o),背景,天空
intrauterine_device,物品,电子设备
intravaginal_futanari,身体,性器官
intravenous_drip,动作,性行为
introduction,动作,性行为
intubation,物品,道具
intuos3,物品,道具
inu-hariko,动物,狗
inu_no_omawari-san,物品,道具
inubosaki_lighthouse,背景,背景
inugami-ke_no_ichizoku_pose,动作,姿势
inuit,物品,道具
inuit_clothes,服装,服装状态
inusaka_keno_tanetomo,物品,道具
inuyama_dosetsu_tadatomo,物品,道具
inuzuma,物品,道具
invader_queen_(metal_slug),身体,人外
invasion_of_crimea,物品,道具
invasion_of_normandy,物品,道具
invasion_stripes,物品,道具
inverse_spirit_(date_a_live),物品,道具
inversion,物品,道具
invert,物品,道具
invert_color_censor,画风,审查
inverted_bob,头发,发型
inverted_chastity_cage,物品,家具
inverted_colors,物品,道具
inverted_cross,饰品,饰品
inverted_cross_earrings,饰品,首饰
inverted_cross_necklace,饰品,首饰
inverted_cross_print,服装,服装
inverted_cross_tattoo,身体,身体特征
inverted_eyelashes,眼睛,瞳孔
inverted_moon_of_the_heavens,背景,天空
inverted_nipples,身体,胸部
inverted_pentagram,物品,道具
inverted_rain,背景,自然
inverted_spear_of_heaven_(jujutsu_kaisen),物品,武器
inverted_umbrella,物品,雨伞
inverted_watch,饰品,首饰
inverted_wings,身体,翅膀
inves,物品,道具
invigorating_kitty_meal_(genshin_impact),食物,正餐
invigorating_pizza_(genshin_impact),食物,正餐
invincibility_bell,饰品,饰品
invincibility_leaf,背景,自然
invincible_candy,食物,甜品
invisibility_cloak,服装,披风
invisible,画风,风格
invisible_air_(fate),物品,武器
invisible_animal,动物,动物
invisible_bathtub,物品,家具
invisible_chair,物品,家具
invisible_cloak,服装,披风
invisible_floor,背景,室内
invisible_limb,物品,道具
invisible_man,身体,身体特征
invisible_object,物品,道具
invisible_penis,身体,性器官
invisible_shoes,服装,鞋袜
invisible_table,物品,家具
invisible_torso,物品,道具
invisible_vehicle,物品,载具
invisible_wall,背景,室内
invocation_(yu-gi-oh!),物品,道具
invulnerable,物品,道具
inward_flipped_hair,头发,发型
inward_l,物品,道具
inward_v,动作,手势
inward_w,动作,手势
io_(moon),物品,道具
iolite,物品,道具
ion_engine,物品,载具
ion_pistol_(dust_514),物品,枪
ionic_pillar,背景,室内
ionioi_hetairoi_(fate),物品,武器
ioq_whisper,物品,道具
ios_(os),物品,道具
iowa,物品,道具
iowa_point_(norfolk),物品,道具
iowa_state_patrol,物品,道具
iowan_flag,物品,旗帜
ipa,物品,道具
ipad,物品,电子设备
ipad_kid,人数,关系
iped_shirt,服装,上衣
ipheion_(flower),物品,花
iphone,物品,电子设备
iphone_(first_generation),物品,道具
iphone_11,物品,电子设备
iphone_11_pro,物品,电子设备
iphone_12,物品,电子设备
iphone_12_pro,物品,电子设备
iphone_13,物品,电子设备
iphone_13_pro,物品,道具
iphone_14_pro,物品,道具
iphone_17_pro,物品,道具
iphone_3g,物品,电子设备
iphone_5s,物品,道具
iphone_air,表情,表情
iphone_x,物品,电子设备
iphone_xr,物品,道具
ipod,物品,道具
ipod_ad,物品,道具
ipod_classic,物品,道具
ipod_classic_1g,物品,道具
ipod_classic_3g,物品,道具
ipod_mini,身体,身材
ipod_nano,物品,道具
ipod_nano_1g,物品,道具
ipod_nano_2g,物品,道具
ipod_nano_3g,物品,道具
ipod_nano_4g,物品,道具
ipod_nano_5g,物品,道具
ipod_nano_6g,物品,道具
ipod_nano_7g,物品,道具
ipod_shuffle,物品,道具
ipod_shuffle_1g,物品,道具
ipod_shuffle_2g,物品,道具
ipod_shuffle_3g,物品,道具
ipod_shuffle_4g,物品,道具
ipod_touch,物品,道具
ippen_shinde_miru?,物品,道具
ippon_datara,物品,道具
ippon_katana_(ninjala),物品,剑
ippon_manzoku_bar,背景,室内
iran,物品,道具
iranian_clothes,服装,服装状态
iranian_flag,物品,旗帜
iranian_lion_and_sun_flag,物品,旗帜
iraq,物品,道具
iraqi_flag,物品,旗帜
irc,物品,道具
ireland,物品,道具
irezumi,身体,身体特征
iri-na_irizarova,物品,道具
iridescent,物品,道具
iridescent_bag,物品,包
iridescent_bikini,服装,泳装
iridescent_cape,服装,披风
iridescent_clothes,服装,服装状态
iridescent_collar,饰品,首饰
iridescent_fins,身体,身体特征
iridescent_footwear,服装,鞋袜
iridescent_gem,饰品,首饰
iridescent_gloves,服装,手套
iridescent_hair,头发,发型
iridescent_harness,服装,服装
iridescent_jacket,服装,外套
iridescent_skin,身体,皮肤
iridescent_skirt,服装,裙子
iridescent_sleeves,服装,袖子
iridescent_tail,身体,尾巴
iridescent_thigh_strap,身体,腿
iridescent_thighhighs,服装,鞋袜
iridescent_umbrella,物品,雨伞
iridescent_wings,身体,翅膀
iriomote_cat,动物,猫
iris-t,眼睛,瞳孔
iris_(flower),眼睛,瞳孔
iris_black_games,眼睛,瞳孔
iris_japonica,眼睛,瞳孔
iris_leal,眼睛,瞳孔
iris_libre_(emblem),眼睛,瞳孔
iris_print,服装,服装
iris_sanguinea,眼睛,瞳孔
iris_shahid_bagheri,眼睛,瞳孔
iris_shot,构图,景别
irisbus_citelis,物品,道具
irish_bouzouki,物品,道具
irish_clothes,服装,服装状态
irish_coffee,食物,饮品
irish_dancing,动作,日常动作
irish_english_text,画风,文字
irish_flag,物品,旗帜
irish_flag_bikini,服装,泳装
irish_flag_print,服装,服装
irish_flute,物品,乐器
irish_setter,物品,道具
irish_text,画风,文字
irish_wolfhound,物品,道具
irkalla_aerial_fortress,物品,道具
irken,物品,道具
irken_insignia,构图,构图
irken_pak,物品,道具
irken_text,画风,文字
irken_uniform,服装,制服
irminsul,物品,道具
irn-bru,物品,道具
iroha_karuta,物品,道具
iron_(pokemon),物品,道具
iron_barbs_(pokemon),动作,战斗
iron_bars,物品,道具
iron_blood_(emblem),身体,伤疤
iron_bunny_ears,身体,耳朵
iron_claw,身体,手
iron_cross,饰品,饰品
iron_cross_tattoo,身体,身体特征
iron_defense_(pokemon),动作,战斗
iron_fence,物品,家具
iron_fist_(pokemon),动作,战斗
iron_guard,服装,制服
iron_halo,饰品,光环
iron_hands_(warhammer),身体,手
iron_hans_(black_souls),物品,道具
iron_head_(pokemon),身体,身体特征
iron_ingot,物品,道具
iron_iso,物品,道具
iron_maiden,物品,道具
iron_noise_(ninjala),物品,道具
iron_nokana,物品,道具
iron_point_(genshin_impact),物品,武器
iron_ri_maajon,物品,道具
iron_sting_(genshin_impact),物品,武器
iron_tail_(pokemon),身体,尾巴
iron_throne,物品,家具
iron_tusk_(epic_battle_fantasy),物品,道具
iron_warriors,物品,道具
iron_will_(nier:automata),物品,道具
ironclad,物品,载具
ironing,物品,道具
ironing_board,物品,道具
ironmouse_outfit_art_contest,服装,服装
ironwork,物品,道具
ironworm,物品,道具
irony,物品,道具
irori_(hearth),物品,道具
irregular_border,构图,构图
irrumatio,动作,性行为
irs,物品,道具
iryou_kei,物品,道具
is-1,物品,道具
is-152,物品,道具
is-2,物品,载具
is-3,物品,道具
is-6,物品,道具
is-7,物品,道具
is_8-ball,物品,道具
is_that_so,物品,道具
isabella_flora_(alisa),物品,道具
isaf,物品,道具
isamashi_symbol,构图,构图
isaname,物品,道具
isaw_(food),食物,食物
isbn,物品,道具
ise_(battleship),物品,载具
ise_grand_shrine,背景,室内
isekai_truck,物品,载具
iseki,物品,道具
isemiya,物品,道具
iserlohn_fortress,物品,道具
isetan_(department_store),物品,道具
ishgard_(ff14),物品,道具
ishgardian,物品,道具
ishi_ninaru_musume,物品,道具
ishidaki,物品,道具
ishikawa_goemon_xiii's_catchphrase,物品,道具
ishikawa_prefectural_library,背景,室内
ishikawa_prefecture,背景,城市
ishimaru_denki_(electronics_store),物品,道具
ishizuchi_(battleship),物品,载具
ishukan_communication,物品,道具
isis_(terrorist_group),物品,道具
islam,物品,道具
island,背景,自然
island_3,背景,自然
island_fox,动物,幻想生物
island_neopet,背景,自然
island_of_thira,背景,自然
island_turtle,动物,动物
isle_of_wight_detachment_group,人数,多人
isle_of_wight_detachment_group_(emblem),人数,多人
isobeyaki,物品,道具
isokaze_(destroyer),物品,载具
isokaze_class_destroyer,物品,载具
isokaze_class_destroyer_(1916),物品,载具
isolator_helmet,饰品,帽子
isometric,构图,视角
isonade,物品,道具
isonami_(destroyer),物品,载具
isopod,物品,道具
isopod_hair_ornament,饰品,发饰
isotta_fraschini_tipo_6_lmh-c,物品,道具
israel,物品,道具
israel_defense_forces,物品,道具
israel_ground_forces,物品,道具
israeli_flag,物品,旗帜
israeli_flag_bikini,服装,泳装
israeli_flag_print,服装,服装
issn,物品,道具
istanbul,物品,道具
istec_isl-200,物品,道具
isthmus,物品,道具
istock,物品,道具
isu-122,物品,道具
isu-152,物品,道具
isuzu_117_coupe,物品,道具
isuzu_810,物品,道具
isuzu_aska,物品,道具
isuzu_bellel,物品,道具
isuzu_bellett,物品,道具
isuzu_d-max,物品,道具
isuzu_elf,物品,载具
isuzu_erga,物品,道具
isuzu_erga_mio,物品,道具
isuzu_gemini,物品,道具
isuzu_giga,物品,道具
isuzu_hipac,物品,道具
isuzu_impulse,物品,道具
isuzu_motors,物品,道具
isuzu_piazza,物品,道具
isuzu_skw_type_73,物品,道具
isuzu_unicab,物品,道具
isuzu_vehicross,物品,道具
isz,物品,道具
it's_embarrassing_to_be_gossiped,物品,道具
it's_j.j._style!,物品,道具
it's_just_not_right!,物品,道具
it's_not_very_effective,物品,道具
it's_not_you._sit_down,动作,姿势
it's_ok_to_touch,物品,道具
it's_super_effective,物品,道具
it's_time,物品,道具
it-1,物品,道具
it_sucks_to_be_alone,物品,道具
it_was_a_long_and_painful_fight,物品,道具
ita_emblem,构图,构图
itabag,物品,包
itabashi_(tokyo),物品,道具
itadakimasu,物品,道具
itaipava,物品,道具
italdesign_columbus,物品,道具
italia_(ironclad),物品,载具
italia_mondial,物品,乐器
italian_(niigata),物品,道具
italian_carabinieri,服装,制服
italian_clothes,服装,服装状态
italian_flag,物品,旗帜
italian_flag_bikini,服装,泳装
italian_flag_panties,服装,内衣
italian_flag_print,服装,服装
italian_kingdom_flag,物品,旗帜
italian_lira,物品,道具
italian_ranguage,画风,文字
italian_text,画风,文字
italjet_dragster,物品,道具
italjet_moto,物品,道具
italjet_velocifero,物品,道具
